rank,edits
2447,34040
2448,34032
2449,34030
2450,34022
2451,34018
2452,34017
2453,33989
2454,33989
2455,33976
2456,33963
2457,33916
2458,33903
2459,33894
2460,33889
2461,33885
2462,33863
2463,33860
2464,33857
2465,33837
2466,33827
2467,33776
2468,33769
2469,33760
2470,33730
2471,33729
2472,33721
2473,33688
2474,33682
2475,33680
2476,33639
2477,33625
2478,33607
2479,33601
2480,33599
2481,33583
2482,33567
2483,33530
2484,33527
2485,33522
2486,33507
2487,33499
2488,33472
2489,33455
2490,33453
2491,33443
2492,33443
2493,33428
2494,33427
2495,33425
2496,33414
2497,33395
2498,33361
2499,33361
2500,33355
2501,33343
2502,33328
2503,33318
2504,33294
2505,33280
2506,33277
2507,33274
2508,33255
2509,33247
2510,33230
2511,33216
2512,33207
2513,33165
2514,33142
2515,33123
2516,33118
2517,33113
2518,33103
2519,33095
2520,33095
2521,33094
2522,33089
2523,33087
2524,33076
2525,33045
2526,33030
2527,33023
2528,33017
2529,33008
2530,33005
2531,33002
2532,33000
2533,32975
2534,32967
2535,32965
2536,32965
2537,32952
2538,32940
2539,32931
2540,32902
2541,32899
2542,32896
2543,32890
2544,32885
2545,32879
2546,32871
2547,32828
2548,32823
2549,32800
2550,32800
2551,32791
2552,32782
2553,32775
2554,32736
2555,32719
2556,32713
2557,32683
2558,32665
2559,32660
2560,32659
2561,32655
2562,32648
2563,32648
2564,32644
2565,32632
2566,32604
2567,32604
2568,32597
2569,32587
2570,32546
2571,32539
2572,32532
2573,32519
2574,32512
2575,32504
2576,32483
2577,32482
2578,32461
2579,32450
2580,32448
2581,32430
2582,32429
2583,32428
2584,32423
2585,32382
2586,32356
2587,32349
2588,32340
2589,32327
2590,32315
2591,32307
2592,32304
2593,32303
2594,32293
2595,32283
2596,32279
2597,32265
2598,32260
2599,32248
2600,32244
2601,32229
2602,32225
2603,32221
2604,32187
2605,32183
2606,32182
2607,32180
2608,32136
2609,32131
2610,32131
2611,32108
2612,32105
2613,32092
2614,32088
2615,32061
2616,32031
2617,32016
2618,32010
2619,32004
2620,31999
2621,31994
2622,31984
2623,31978
2624,31977
2625,31946
2626,31939
2627,31935
2628,31934
2629,31930
2630,31921
2631,31909
2632,31909
2633,31908
2634,31905
2635,31902
2636,31893
2637,31885
2638,31881
2639,31867
2640,31863
2641,31832
2642,31831
2643,31829
2644,31822
2645,31802
2646,31796
2647,31791
2648,31790
2649,31785
2650,31783
2651,31780
2652,31778
2653,31764
2654,31752
2655,31751
2656,31745
2657,31727
2658,31713
2659,31702
2660,31694
2661,31676
2662,31665
2663,31654
2664,31649
2665,31641
2666,31640
2667,31633
2668,31617
2669,31609
2670,31590
2671,31588
2672,31587
2673,31579
2674,31573
2675,31572
2676,31571
2677,31557
2678,31544
2679,31538
2680,31535
2681,31528
2682,31527
2683,31503
2684,31489
2685,31475
2686,31473
2687,31464
2688,31454
2689,31432
2690,31430
2691,31425
2692,31422
2693,31416
2694,31407
2695,31406
2696,31403
2697,31392
2698,31388
2699,31366
2700,31366
2701,31366
2702,31350
2703,31340
2704,31337
2705,31329
2706,31318
2707,31317
2708,31311
2709,31296
2710,31292
2711,31278
2712,31266
2713,31265
2714,31259
2715,31259
2716,31242
2717,31217
2718,31186
2719,31149
2720,31136
2721,31132
2722,31131
2723,31100
2724,31098
2725,31080
2726,31079
2727,31059
2728,31048
2729,31029
2730,31026
2731,31015
2732,30998
2733,30976
2734,30950
2735,30949
2736,30942
2737,30919
2738,30914
2739,30910
2740,30909
2741,30907
2742,30905
2743,30900
2744,30899
2745,30896
2746,30891
2747,30885
2748,30881
2749,30880
2750,30871
2751,30854
2752,30848
2753,30833
2754,30831
2755,30812
2756,30802
2757,30797
2758,30795
2759,30778
2760,30771
2761,30743
2762,30735
2763,30723
2764,30716
2765,30702
2766,30697
2767,30695
2768,30690
2769,30674
2770,30666
2771,30662
2772,30657
2773,30655
2774,30653
2775,30646
2776,30645
2777,30642
2778,30640
2779,30638
2780,30638
2781,30638
2782,30623
2783,30621
2784,30621
2785,30614
2786,30604
2787,30602
2788,30589
2789,30588
2790,30580
2791,30568
2792,30560
2793,30558
2794,30547
2795,30542
2796,30518
2797,30512
2798,30510
2799,30505
2800,30504
2801,30500
2802,30499
2803,30489
2804,30481
2805,30481
2806,30465
2807,30453
2808,30451
2809,30435
2810,30428
2811,30427
2812,30392
2813,30390
2814,30380
2815,30368
2816,30362
2817,30356
2818,30351
2819,30322
2820,30314
2821,30311
2822,30295
2823,30289
2824,30288
2825,30281
2826,30280
2827,30258
2828,30245
2829,30217
2830,30215
2831,30196
2832,30188
2833,30186
2834,30176
2835,30153
2836,30137
2837,30133
2838,30120
2839,30118
2840,30096
2841,30089
2842,30067
2843,30066
2844,30051
2845,30041
2846,30033
2847,30020
2848,30019
2849,30005
2850,29993
2851,29969
2852,29966
2853,29959
2854,29956
2855,29944
2856,29943
2857,29939
2858,29933
2859,29927
2860,29915
2861,29913
2862,29906
2863,29899
2864,29889
2865,29883
2866,29882
2867,29876
2868,29862
2869,29853
2870,29851
2871,29851
2872,29841
2873,29813
2874,29810
2875,29809
2876,29799
2877,29783
2878,29778
2879,29776
2880,29742
2881,29730
2882,29729
2883,29717
2884,29715
2885,29714
2886,29712
2887,29710
2888,29706
2889,29693
2890,29688
2891,29687
2892,29681
2893,29671
2894,29666
2895,29660
2896,29659
2897,29657
2898,29657
2899,29645
2900,29638
2901,29634
2902,29628
2903,29615
2904,29594
2905,29585
2906,29579
2907,29547
2908,29539
2909,29533
2910,29507
2911,29500
2912,29467
2913,29460
2914,29445
2915,29433
2916,29430
2917,29420
2918,29409
2919,29387
2920,29375
2921,29368
2922,29358
2923,29344
2924,29341
2925,29339
2926,29330
2927,29311
2928,29299
2929,29298
2930,29287
2931,29264
2932,29260
2933,29259
2934,29247
2935,29239
2936,29233
2937,29229
2938,29222
2939,29217
2940,29215
2941,29209
2942,29207
2943,29203
2944,29191
2945,29180
2946,29174
2947,29169
2948,29161
2949,29161
2950,29151
2951,29149
2952,29147
2953,29133
2954,29128
2955,29127
2956,29121
2957,29119
2958,29113
2959,29105
2960,29103
2961,29096
2962,29090
2963,29085
2964,29084
2965,29080
2966,29078
2967,29076
2968,29065
2969,29064
2970,29063
2971,29059
2972,29055
2973,29044
2974,29028
2975,29026
2976,29025
2977,29024
2978,29017
2979,29014
2980,28978
2981,28972
2982,28933
2983,28921
2984,28918
2985,28918
2986,28911
2987,28907
2988,28904
2989,28901
2990,28892
2991,28890
2992,28884
2993,28879
2994,28867
2995,28852
2996,28841
2997,28838
2998,28834
2999,28824
3000,28781
3001,28770
3002,28760
3003,28742
3004,28730
3005,28728
3006,28722
3007,28715
3008,28713
3009,28707
3010,28703
3011,28703
3012,28698
3013,28697
3014,28682
3015,28676
3016,28672
3017,28661
3018,28656
3019,28651
3020,28647
3021,28631
3022,28623
3023,28620
3024,28619
3025,28614
3026,28605
3027,28598
3028,28587
3029,28568
3030,28550
3031,28531
3032,28526
3033,28521
3034,28521
3035,28511
3036,28509
3037,28502
3038,28482
3039,28461
3040,28457
3041,28445
3042,28441
3043,28439
3044,28435
3045,28434
3046,28427
3047,28417
3048,28407
3049,28407
3050,28393
3051,28388
3052,28377
3053,28362
3054,28361
3055,28361
3056,28354
3057,28350
3058,28347
3059,28344
3060,28337
3061,28325
3062,28311
3063,28296
3064,28295
3065,28294
3066,28285
3067,28284
3068,28283
3069,28282
3070,28278
3071,28270
3072,28270
3073,28269
3074,28269
3075,28269
3076,28253
3077,28247
3078,28245
3079,28243
3080,28238
3081,28237
3082,28237
3083,28234
3084,28207
3085,28206
3086,28202
3087,28199
3088,28195
3089,28177
3090,28154
3091,28150
3092,28147
3093,28144
3094,28141
3095,28137
3096,28122
3097,28111
3098,28079
3099,28063
3100,28062
3101,28057
3102,28052
3103,28046
3104,28030
3105,28014
3106,28007
3107,28004
3108,27995
3109,27991
3110,27987
3111,27970
3112,27962
3113,27952
3114,27948
3115,27943
3116,27929
3117,27904
3118,27889
3119,27888
3120,27886
3121,27885
3122,27881
3123,27875
3124,27862
3125,27841
3126,27835
3127,27834
3128,27828
3129,27822
3130,27818
3131,27807
3132,27804
3133,27798
3134,27789
3135,27783
3136,27779
3137,27767
3138,27761
3139,27723
3140,27716
3141,27708
3142,27682
3143,27676
3144,27671
3145,27669
3146,27661
3147,27659
3148,27656
3149,27653
3150,27649
3151,27642
3152,27619
3153,27615
3154,27605
3155,27603
3156,27594
3157,27592
3158,27589
3159,27563
3160,27561
3161,27551
3162,27549
3163,27548
3164,27538
3165,27522
3166,27517
3167,27500
3168,27494
3169,27491
3170,27477
3171,27472
3172,27471
3173,27466
3174,27458
3175,27452
3176,27440
3177,27438
3178,27433
3179,27424
3180,27421
3181,27419
3182,27383
3183,27375
3184,27370
3185,27368
3186,27357
3187,27347
3188,27346
3189,27345
3190,27341
3191,27337
3192,27313
3193,27312
3194,27311
3195,27298
3196,27289
3197,27288
3198,27273
3199,27263
3200,27257
3201,27256
3202,27250
3203,27246
3204,27245
3205,27236
3206,27236
3207,27235
3208,27231
3209,27221
3210,27220
3211,27202
3212,27200
3213,27200
3214,27195
3215,27194
3216,27187
3217,27179
3218,27173
3219,27155
3220,27141
3221,27132
3222,27123
3223,27123
3224,27123
3225,27116
3226,27109
3227,27088
3228,27078
3229,27077
3230,27075
3231,27069
3232,27062
3233,27061
3234,27043
3235,27037
3236,27026
3237,27021
3238,27007
3239,26979
3240,26973
3241,26972
3242,26961
3243,26951
3244,26949
3245,26944
3246,26944
3247,26938
3248,26933
3249,26932
3250,26916
3251,26914
3252,26905
3253,26901
3254,26899
3255,26887
3256,26872
3257,26861
3258,26859
3259,26853
3260,26837
3261,26832
3262,26832
3263,26803
3264,26799
3265,26799
3266,26798
3267,26797
3268,26793
3269,26780
3270,26760
3271,26743
3272,26739
3273,26737
3274,26721
3275,26718
3276,26716
3277,26715
3278,26713
3279,26701
3280,26697
3281,26690
3282,26688
3283,26681
3284,26679
3285,26670
3286,26665
3287,26663
3288,26663
3289,26657
3290,26647
3291,26645
3292,26644
3293,26640
3294,26609
3295,26608
3296,26605
3297,26603
3298,26600
3299,26588
3300,26587
3301,26585
3302,26577
3303,26574
3304,26567
3305,26559
3306,26557
3307,26555
3308,26548
3309,26529
3310,26525
3311,26520
3312,26505
3313,26494
3314,26488
3315,26487
3316,26483
3317,26471
3318,26471
3319,26457
3320,26445
3321,26434
3322,26434
3323,26427
3324,26424
3325,26419
3326,26419
3327,26415
3328,26413
3329,26406
3330,26401
3331,26380
3332,26374
3333,26346
3334,26343
3335,26340
3336,26332
3337,26331
3338,26322
3339,26307
3340,26304
3341,26299
3342,26283
3343,26281
3344,26244
3345,26239
3346,26239
3347,26238
3348,26231
3349,26215
3350,26202
3351,26198
3352,26195
3353,26173
3354,26172
3355,26170
3356,26162
3357,26154
3358,26142
3359,26138
3360,26129
3361,26121
3362,26115
3363,26095
3364,26095
3365,26084
3366,26083
3367,26077
3368,26067
3369,26067
3370,26065
3371,26063
3372,26061
3373,26037
3374,26032
3375,26014
3376,26013
3377,26005
3378,25993
3379,25990
3380,25985
3381,25980
3382,25976
3383,25969
3384,25965
3385,25949
3386,25947
3387,25946
3388,25944
3389,25938
3390,25937
3391,25928
3392,25919
3393,25918
3394,25914
3395,25906
3396,25903
3397,25885
3398,25875
3399,25861
3400,25844
3401,25844
3402,25840
3403,25837
3404,25836
3405,25829
3406,25823
3407,25815
3408,25810
3409,25799
3410,25799
3411,25794
3412,25793
3413,25782
3414,25780
3415,25770
3416,25764
3417,25763
3418,25754
3419,25748
3420,25746
3421,25715
3422,25703
3423,25698
3424,25690
3425,25686
3426,25635
3427,25626
3428,25619
3429,25607
3430,25597
3431,25579
3432,25572
3433,25572
3434,25571
3435,25568
3436,25565
3437,25543
3438,25542
3439,25539
3440,25522
3441,25522
3442,25511
3443,25498
3444,25488
3445,25481
3446,25467
3447,25464
3448,25460
3449,25455
3450,25454
3451,25450
3452,25441
3453,25440
3454,25436
3455,25434
3456,25432
3457,25427
3458,25426
3459,25420
3460,25417
3461,25417
3462,25410
3463,25409
3464,25403
3465,25402
3466,25396
3467,25392
3468,25392
3469,25388
3470,25384
3471,25380
3472,25379
3473,25371
3474,25366
3475,25366
3476,25365
3477,25361
3478,25349
3479,25346
3480,25331
3481,25330
3482,25328
3483,25328
3484,25325
3485,25325
3486,25321
3487,25312
3488,25311
3489,25276
3490,25271
3491,25265
3492,25257
3493,25250
3494,25250
3495,25247
3496,25246
3497,25234
3498,25220
3499,25219
3500,25218
3501,25201
3502,25191
3503,25190
3504,25189
3505,25186
3506,25185
3507,25176
3508,25171
3509,25170
3510,25167
3511,25161
3512,25157
3513,25153
3514,25139
3515,25137
3516,25136
3517,25124
3518,25111
3519,25107
3520,25101
3521,25100
3522,25095
3523,25083
3524,25077
3525,25074
3526,25073
3527,25073
3528,25065
3529,25054
3530,25048
3531,25046
3532,25045
3533,25045
3534,25032
3535,25025
3536,25014
3537,25006
3538,25001
3539,24994
3540,24993
3541,24992
3542,24988
3543,24959
3544,24954
3545,24954
3546,24947
3547,24940
3548,24927
3549,24923
3550,24915
3551,24903
3552,24895
3553,24893
3554,24891
3555,24890
3556,24876
3557,24875
3558,24872
3559,24861
3560,24859
3561,24858
3562,24856
3563,24856
3564,24853
3565,24831
3566,24830
3567,24814
3568,24805
3569,24800
3570,24796
3571,24788
3572,24786
3573,24750
3574,24748
3575,24747
3576,24732
3577,24729
3578,24727
3579,24724
3580,24716
3581,24712
3582,24711
3583,24707
3584,24704
3585,24702
3586,24673
3587,24657
3588,24651
3589,24649
3590,24646
3591,24636
3592,24635
3593,24631
3594,24625
3595,24624
3596,24615
3597,24601
3598,24591
3599,24580
3600,24576
3601,24565
3602,24564
3603,24557
3604,24553
3605,24553
3606,24552
3607,24549
3608,24549
3609,24549
3610,24548
3611,24547
3612,24547
3613,24542
3614,24527
3615,24525
3616,24511
3617,24503
3618,24497
3619,24486
3620,24485
3621,24485
3622,24484
3623,24482
3624,24475
3625,24474
3626,24468
3627,24453
3628,24451
3629,24443
3630,24431
3631,24428
3632,24406
3633,24392
3634,24389
3635,24389
3636,24388
3637,24383
3638,24382
3639,24374
3640,24373
3641,24372
3642,24365
3643,24363
3644,24354
3645,24332
3646,24329
3647,24327
3648,24324
3649,24322
3650,24315
3651,24313
3652,24313
3653,24303
3654,24282
3655,24277
3656,24274
3657,24266
3658,24261
3659,24260
3660,24251
3661,24248
3662,24239
3663,24236
3664,24223
3665,24221
3666,24218
3667,24217
3668,24217
3669,24216
3670,24186
3671,24183
3672,24180
3673,24162
3674,24156
3675,24152
3676,24149
3677,24139
3678,24131
3679,24128
3680,24127
3681,24126
3682,24126
3683,24125
3684,24120
3685,24119
3686,24105
3687,24100
3688,24093
3689,24093
3690,24090
3691,24088
3692,24084
3693,24071
3694,24066
3695,24063
3696,24060
3697,24054
3698,24053
3699,24048
3700,24046
3701,24041
3702,24040
3703,24027
3704,24023
3705,23997
3706,23991
3707,23981
3708,23975
3709,23974
3710,23968
3711,23963
3712,23950
3713,23948
3714,23933
3715,23927
3716,23918
3717,23916
3718,23907
3719,23902
3720,23897
3721,23892
3722,23879
3723,23870
3724,23864
3725,23860
3726,23859
3727,23859
3728,23857
3729,23853
3730,23850
3731,23848
3732,23835
3733,23835
3734,23821
3735,23816
3736,23815
3737,23812
3738,23810
3739,23808
3740,23806
3741,23796
3742,23792
3743,23789
3744,23785
3745,23782
3746,23777
3747,23776
3748,23775
3749,23774
3750,23772
3751,23768
3752,23747
3753,23735
3754,23734
3755,23733
3756,23729
3757,23727
3758,23726
3759,23723
3760,23711
3761,23710
3762,23710
3763,23710
3764,23708
3765,23706
3766,23691
3767,23689
3768,23684
3769,23683
3770,23682
3771,23661
3772,23658
3773,23654
3774,23649
3775,23648
3776,23641
3777,23639
3778,23636
3779,23636
3780,23632
3781,23621
3782,23620
3783,23614
3784,23607
3785,23597
3786,23592
3787,23588
3788,23587
3789,23585
3790,23582
3791,23580
3792,23531
3793,23508
3794,23501
3795,23491
3796,23490
3797,23488
3798,23485
3799,23484
3800,23465
3801,23462
3802,23429
3803,23416
3804,23415
3805,23400
3806,23399
3807,23395
3808,23387
3809,23387
3810,23387
3811,23386
3812,23383
3813,23382
3814,23379
3815,23375
3816,23372
3817,23365
3818,23361
3819,23353
3820,23349
3821,23348
3822,23348
3823,23300
3824,23300
3825,23298
3826,23298
3827,23295
3828,23294
3829,23289
3830,23269
3831,23265
3832,23257
3833,23252
3834,23245
3835,23244
3836,23224
3837,23220
3838,23214
3839,23209
3840,23205
3841,23197
3842,23192
3843,23177
3844,23168
3845,23160
3846,23155
3847,23154
3848,23149
3849,23141
3850,23137
3851,23134
3852,23127
3853,23113
3854,23094
3855,23089
3856,23088
3857,23086
3858,23079
3859,23072
3860,23052
3861,23050
3862,23025
3863,23024
3864,23018
3865,23008
3866,23004
3867,22999
3868,22997
3869,22989
3870,22981
3871,22977
3872,22972
3873,22968
3874,22965
3875,22961
3876,22960
3877,22958
3878,22951
3879,22946
3880,22945
3881,22941
3882,22940
3883,22936
3884,22922
3885,22922
3886,22915
3887,22911
3888,22907
3889,22899
3890,22895
3891,22892
3892,22892
3893,22891
3894,22885
3895,22883
3896,22873
3897,22860
3898,22851
3899,22849
3900,22848
3901,22842
3902,22842
3903,22837
3904,22833
3905,22832
3906,22825
3907,22813
3908,22812
3909,22795
3910,22795
3911,22793
3912,22787
3913,22783
3914,22776
3915,22773
3916,22767
3917,22762
3918,22760
3919,22725
3920,22714
3921,22711
3922,22711
3923,22704
3924,22698
3925,22693
3926,22689
3927,22684
3928,22680
3929,22680
3930,22679
3931,22678
3932,22660
3933,22656
3934,22654
3935,22654
3936,22645
3937,22644
3938,22638
3939,22633
3940,22631
3941,22629
3942,22623
3943,22615
3944,22602
3945,22599
3946,22598
3947,22597
3948,22597
3949,22596
3950,22596
3951,22596
3952,22595
3953,22593
3954,22588
3955,22575
3956,22572
3957,22570
3958,22568
3959,22563
3960,22552
3961,22543
3962,22538
3963,22531
3964,22529
3965,22510
3966,22509
3967,22509
3968,22508
3969,22503
3970,22498
3971,22492
3972,22486
3973,22478
3974,22468
3975,22457
3976,22455
3977,22453
3978,22447
3979,22443
3980,22441
3981,22436
3982,22432
3983,22423
3984,22422
3985,22414
3986,22401
3987,22401
3988,22401
3989,22389
3990,22377
3991,22363
3992,22359
3993,22357
3994,22355
3995,22351
3996,22338
3997,22334
3998,22333
3999,22322
4000,22318
4001,22309
4002,22307
4003,22301
4004,22300
4005,22296
4006,22286
4007,22271
4008,22269
4009,22262
4010,22251
4011,22248
4012,22247
4013,22238
4014,22233
4015,22229
4016,22226
4017,22225
4018,22222
4019,22215
4020,22208
4021,22207
4022,22205
4023,22205
4024,22196
4025,22195
4026,22190
4027,22183
4028,22166
4029,22149
4030,22146
4031,22145
4032,22142
4033,22115
4034,22114
4035,22107
4036,22080
4037,22076
4038,22069
4039,22065
4040,22062
4041,22058
4042,22055
4043,22055
4044,22052
4045,22051
4046,22051
4047,22050
4048,22042
4049,22038
4050,22033
4051,22016
4052,22015
4053,22014
4054,22008
4055,22006
4056,22005
4057,22003
4058,21990
4059,21980
4060,21980
4061,21955
4062,21951
4063,21950
4064,21950
4065,21946
4066,21940
4067,21927
4068,21921
4069,21916
4070,21908
4071,21897
4072,21894
4073,21892
4074,21886
4075,21876
4076,21874
4077,21870
4078,21861
4079,21850
4080,21849
4081,21840
4082,21837
4083,21837
4084,21828
4085,21822
4086,21813
4087,21801
4088,21799
4089,21798
4090,21794
4091,21792
4092,21787
4093,21786
4094,21785
4095,21785
4096,21782
4097,21778
4098,21772
4099,21771
4100,21769
4101,21756
4102,21756
4103,21751
4104,21748
4105,21740
4106,21736
4107,21731
4108,21726
4109,21725
4110,21721
4111,21710
4112,21705
4113,21704
4114,21703
4115,21702
4116,21698
4117,21696
4118,21694
4119,21686
4120,21682
4121,21674
4122,21664
4123,21659
4124,21659
4125,21653
4126,21651
4127,21651
4128,21646
4129,21625
4130,21621
4131,21607
4132,21605
4133,21603
4134,21592
4135,21582
4136,21578
4137,21568
4138,21566
4139,21563
4140,21562
4141,21561
4142,21561
4143,21555
4144,21554
4145,21551
4146,21551
4147,21551
4148,21546
4149,21543
4150,21537
4151,21527
4152,21525
4153,21523
4154,21520
4155,21511
4156,21509
4157,21509
4158,21502
4159,21487
4160,21482
4161,21481
4162,21477
4163,21473
4164,21464
4165,21453
4166,21450
4167,21446
4168,21445
4169,21442
4170,21432
4171,21429
4172,21429
4173,21428
4174,21423
4175,21413
4176,21402
4177,21394
4178,21390
4179,21389
4180,21388
4181,21385
4182,21384
4183,21383
4184,21378
4185,21375
4186,21367
4187,21364
4188,21364
4189,21362
4190,21361
4191,21356
4192,21354
4193,21354
4194,21350
4195,21347
4196,21342
4197,21335
4198,21328
4199,21323
4200,21317
4201,21310
4202,21303
4203,21298
4204,21296
4205,21293
4206,21281
4207,21266
4208,21260
4209,21248
4210,21248
4211,21238
4212,21234
4213,21230
4214,21226
4215,21225
4216,21222
4217,21211
4218,21211
4219,21199
4220,21190
4221,21188
4222,21164
4223,21150
4224,21145
4225,21142
4226,21138
4227,21118
4228,21113
4229,21108
4230,21106
4231,21102
4232,21101
4233,21097
4234,21095
4235,21092
4236,21091
4237,21089
4238,21087
4239,21085
4240,21082
4241,21078
4242,21074
4243,21071
4244,21067
4245,21054
4246,21053
4247,21053
4248,21049
4249,21049
4250,21042
4251,21040
4252,21037
4253,21034
4254,21033
4255,21030
4256,21025
4257,21023
4258,21022
4259,21022
4260,21017
4261,21011
4262,21010
4263,21008
4264,21004
4265,20998
4266,20998
4267,20994
4268,20988
4269,20977
4270,20971
4271,20965
4272,20958
4273,20957
4274,20953
4275,20949
4276,20941
4277,20939
4278,20931
4279,20931
4280,20925
4281,20924
4282,20921
4283,20920
4284,20911
4285,20907
4286,20902
4287,20895
4288,20888
4289,20882
4290,20882
4291,20882
4292,20881
4293,20879
4294,20878
4295,20874
4296,20872
4297,20866
4298,20866
4299,20865
4300,20860
4301,20860
4302,20858
4303,20857
4304,20855
4305,20848
4306,20829
4307,20817
4308,20812
4309,20803
4310,20797
4311,20791
4312,20788
4313,20780
4314,20779
4315,20778
4316,20773
4317,20772
4318,20767
4319,20765
4320,20758
4321,20756
4322,20735
4323,20727
4324,20727
4325,20724
4326,20717
4327,20714
4328,20714
4329,20713
4330,20711
4331,20706
4332,20702
4333,20698
4334,20695
4335,20684
4336,20681
4337,20678
4338,20677
4339,20677
4340,20654
4341,20651
4342,20651
4343,20642
4344,20641
4345,20639
4346,20637
4347,20628
4348,20614
4349,20613
4350,20604
4351,20602
4352,20587
4353,20584
4354,20583
4355,20581
4356,20576
4357,20571
4358,20571
4359,20568
4360,20567
4361,20558
4362,20557
4363,20548
4364,20547
4365,20542
4366,20540
4367,20538
4368,20537
4369,20534
4370,20528
4371,20522
4372,20521
4373,20520
4374,20517
4375,20516
4376,20513
4377,20511
4378,20500
4379,20494
4380,20491
4381,20482
4382,20480
4383,20476
4384,20471
4385,20463
4386,20460
4387,20459
4388,20453
4389,20449
4390,20446
4391,20440
4392,20438
4393,20424
4394,20424
4395,20419
4396,20419
4397,20416
4398,20415
4399,20413
4400,20408
4401,20405
4402,20396
4403,20389
4404,20386
4405,20384
4406,20382
4407,20379
4408,20375
4409,20371
4410,20368
4411,20361
4412,20357
4413,20355
4414,20352
4415,20347
4416,20347
4417,20343
4418,20340
4419,20338
4420,20337
4421,20336
4422,20329
4423,20325
4424,20324
4425,20321
4426,20307
4427,20305
4428,20302
4429,20301
4430,20296
4431,20287
4432,20286
4433,20284
4434,20281
4435,20275
4436,20271
4437,20269
4438,20267
4439,20266
4440,20258
4441,20245
4442,20244
4443,20242
4444,20239
4445,20233
4446,20232
4447,20230
4448,20229
4449,20228
4450,20225
4451,20225
4452,20222
4453,20221
4454,20220
4455,20215
4456,20213
4457,20206
4458,20199
4459,20189
4460,20181
4461,20181
4462,20180
4463,20179
4464,20167
4465,20164
4466,20164
4467,20147
4468,20133
4469,20131
4470,20129
4471,20117
4472,20108
4473,20103
4474,20101
4475,20100
4476,20096
4477,20077
4478,20073
4479,20070
4480,20066
4481,20052
4482,20047
4483,20037
4484,20034
4485,20031
4486,20029
4487,20020
4488,20016
4489,20014
4490,20007
4491,20001
4492,19992
4493,19989
4494,19986
4495,19985
4496,19983
4497,19983
4498,19976
4499,19973
4500,19969
4501,19964
4502,19964
4503,19962
4504,19938
4505,19930
4506,19926
4507,19919
4508,19907
4509,19900
4510,19895
4511,19887
4512,19885
4513,19869
4514,19864
4515,19863
4516,19860
4517,19856
4518,19848
4519,19847
4520,19843
4521,19842
4522,19834
4523,19833
4524,19828
4525,19826
4526,19825
4527,19811
4528,19810
4529,19807
4530,19800
4531,19793
4532,19789
4533,19787
4534,19786
4535,19777
4536,19776
4537,19776
4538,19774
4539,19774
4540,19771
4541,19752
4542,19746
4543,19744
4544,19743
4545,19742
4546,19739
4547,19739
4548,19738
4549,19737
4550,19736
4551,19734
4552,19730
4553,19724
4554,19723
4555,19723
4556,19719
4557,19718
4558,19714
4559,19707
4560,19705
4561,19695
4562,19693
4563,19688
4564,19688
4565,19685
4566,19683
4567,19682
4568,19678
4569,19670
4570,19667
4571,19667
4572,19662
4573,19659
4574,19658
4575,19657
4576,19656
4577,19649
4578,19647
4579,19635
4580,19633
4581,19631
4582,19626
4583,19624
4584,19623
4585,19620
4586,19619
4587,19615
4588,19614
4589,19614
4590,19611
4591,19608
4592,19602
4593,19602
4594,19601
4595,19600
4596,19598
4597,19587
4598,19585
4599,19584
4600,19582
4601,19579
4602,19577
4603,19572
4604,19569
4605,19567
4606,19562
4607,19555
4608,19545
4609,19541
4610,19540
4611,19530
4612,19528
4613,19523
4614,19517
4615,19513
4616,19504
4617,19499
4618,19497
4619,19495
4620,19491
4621,19490
4622,19489
4623,19487
4624,19483
4625,19475
4626,19466
4627,19462
4628,19457
4629,19452
4630,19440
4631,19434
4632,19432
4633,19429
4634,19429
4635,19426
4636,19422
4637,19420
4638,19416
4639,19416
4640,19414
4641,19411
4642,19401
4643,19400
4644,19394
4645,19390
4646,19387
4647,19385
4648,19384
4649,19383
4650,19379
4651,19374
4652,19357
4653,19343
4654,19342
4655,19333
4656,19333
4657,19329
4658,19325
4659,19323
4660,19321
4661,19318
4662,19297
4663,19293
4664,19289
4665,19277
4666,19276
4667,19276
4668,19275
4669,19269
4670,19263
4671,19257
4672,19256
4673,19253
4674,19245
4675,19240
4676,19240
4677,19235
4678,19233
4679,19231
4680,19231
4681,19230
4682,19228
4683,19226
4684,19222
4685,19215
4686,19210
4687,19207
4688,19206
4689,19201
4690,19199
4691,19196
4692,19193
4693,19193
4694,19193
4695,19190
4696,19190
4697,19186
4698,19185
4699,19183
4700,19175
4701,19170
4702,19169
4703,19168
4704,19162
4705,19156
4706,19155
4707,19149
4708,19148
4709,19148
4710,19145
4711,19139
4712,19138
4713,19136
4714,19133
4715,19129
4716,19128
4717,19121
4718,19113
4719,19109
4720,19102
4721,19102
4722,19101
4723,19092
4724,19083
4725,19082
4726,19078
4727,19073
4728,19058
4729,19058
4730,19058
4731,19053
4732,19053
4733,19047
4734,19044
4735,19040
4736,19040
4737,19039
4738,19031
4739,19027
4740,19016
4741,19015
4742,19009
4743,19008
4744,19008
4745,19003
4746,18998
4747,18997
4748,18993
4749,18990
4750,18985
4751,18983
4752,18980
4753,18978
4754,18977
4755,18976
4756,18974
4757,18971
4758,18968
4759,18966
4760,18964
4761,18962
4762,18962
4763,18960
4764,18948
4765,18939
4766,18934
4767,18934
4768,18933
4769,18925
4770,18925
4771,18916
4772,18907
4773,18906
4774,18904
4775,18902
4776,18902
4777,18897
4778,18897
