rank,edits
4779,18897
4780,18897
4781,18891
4782,18880
4783,18875
4784,18871
4785,18870
4786,18866
4787,18866
4788,18860
4789,18860
4790,18860
4791,18860
4792,18854
4793,18850
4794,18849
4795,18845
4796,18839
4797,18834
4798,18834
4799,18825
4800,18824
4801,18821
4802,18820
4803,18818
4804,18815
4805,18808
4806,18803
4807,18803
4808,18795
4809,18786
4810,18784
4811,18780
4812,18771
4813,18766
4814,18765
4815,18764
4816,18764
4817,18762
4818,18759
4819,18757
4820,18755
4821,18748
4822,18745
4823,18744
4824,18739
4825,18732
4826,18731
4827,18721
4828,18720
4829,18717
4830,18716
4831,18715
4832,18711
4833,18709
4834,18704
4835,18700
4836,18700
4837,18698
4838,18696
4839,18694
4840,18693
4841,18693
4842,18691
4843,18691
4844,18685
4845,18681
4846,18681
4847,18675
4848,18675
4849,18672
4850,18672
4851,18659
4852,18655
4853,18650
4854,18648
4855,18647
4856,18643
4857,18642
4858,18640
4859,18638
4860,18636
4861,18628
4862,18627
4863,18626
4864,18623
4865,18618
4866,18611
4867,18611
4868,18602
4869,18599
4870,18597
4871,18593
4872,18583
4873,18582
4874,18581
4875,18581
4876,18575
4877,18575
4878,18571
4879,18567
4880,18562
4881,18561
4882,18559
4883,18556
4884,18548
4885,18547
4886,18545
4887,18544
4888,18542
4889,18526
4890,18524
4891,18522
4892,18521
4893,18518
4894,18510
4895,18510
4896,18503
4897,18502
4898,18499
4899,18487
4900,18486
4901,18484
4902,18478
4903,18464
4904,18463
4905,18457
4906,18451
4907,18450
4908,18449
4909,18443
4910,18442
4911,18441
4912,18439
4913,18431
4914,18428
4915,18422
4916,18415
4917,18414
4918,18409
4919,18409
4920,18408
4921,18405
4922,18402
4923,18393
4924,18390
4925,18388
4926,18383
4927,18380
4928,18376
4929,18374
4930,18368
4931,18364
4932,18359
4933,18359
4934,18354
4935,18340
4936,18339
4937,18337
4938,18329
4939,18321
4940,18315
4941,18314
4942,18307
4943,18306
4944,18303
4945,18297
4946,18290
4947,18289
4948,18285
4949,18285
4950,18279
4951,18274
4952,18268
4953,18267
4954,18264
4955,18263
4956,18258
4957,18250
4958,18244
4959,18241
4960,18241
4961,18239
4962,18237
4963,18236
4964,18235
4965,18235
4966,18234
4967,18233
4968,18231
4969,18229
4970,18225
4971,18219
4972,18217
4973,18216
4974,18212
4975,18202
4976,18201
4977,18199
4978,18192
4979,18191
4980,18190
4981,18190
4982,18182
4983,18182
4984,18181
4985,18176
4986,18172
4987,18163
4988,18153
4989,18152
4990,18147
4991,18137
4992,18136
4993,18135
4994,18135
4995,18134
4996,18133
4997,18133
4998,18133
4999,18127
5000,18125
5001,18120
5002,18115
5003,18113
5004,18112
5005,18109
5006,18104
5007,18104
5008,18104
5009,18101
5010,18096
5011,18091
5012,18091
5013,18088
5014,18086
5015,18086
5016,18081
5017,18080
5018,18077
5019,18073
5020,18073
5021,18072
5022,18069
5023,18067
5024,18063
5025,18057
5026,18053
5027,18052
5028,18052
5029,18043
5030,18041
5031,18040
5032,18040
5033,18039
5034,18032
5035,18030
5036,18020
5037,18008
5038,18008
5039,18005
5040,18004
5041,18003
5042,17991
5043,17985
5044,17979
5045,17976
5046,17966
5047,17960
5048,17955
5049,17947
5050,17943
5051,17941
5052,17940
5053,17940
5054,17927
5055,17927
5056,17920
5057,17915
5058,17914
5059,17914
5060,17912
5061,17904
5062,17901
5063,17899
5064,17889
5065,17876
5066,17865
5067,17857
5068,17856
5069,17856
5070,17855
5071,17854
5072,17854
5073,17853
5074,17853
5075,17851
5076,17851
5077,17847
5078,17842
5079,17840
5080,17837
5081,17837
5082,17832
5083,17826
5084,17823
5085,17822
5086,17820
5087,17817
5088,17814
5089,17813
5090,17810
5091,17806
5092,17806
5093,17803
5094,17799
5095,17795
5096,17794
5097,17793
5098,17793
5099,17792
5100,17785
5101,17784
5102,17783
5103,17778
5104,17774
5105,17771
5106,17764
5107,17763
5108,17750
5109,17745
5110,17739
5111,17730
5112,17728
5113,17728
5114,17727
5115,17726
5116,17725
5117,17715
5118,17712
5119,17705
5120,17704
5121,17703
5122,17698
5123,17694
5124,17694
5125,17693
5126,17693
5127,17677
5128,17677
5129,17676
5130,17671
5131,17668
5132,17667
5133,17664
5134,17663
5135,17661
5136,17658
5137,17648
5138,17647
5139,17646
5140,17640
5141,17638
5142,17635
5143,17634
5144,17627
5145,17624
5146,17623
5147,17622
5148,17616
5149,17614
5150,17609
5151,17601
5152,17597
5153,17592
5154,17588
5155,17575
5156,17570
5157,17570
5158,17568
5159,17568
5160,17567
5161,17567
5162,17561
5163,17558
5164,17555
5165,17554
5166,17554
5167,17549
5168,17548
5169,17540
5170,17540
5171,17540
5172,17534
5173,17527
5174,17527
5175,17523
5176,17521
5177,17521
5178,17519
5179,17516
5180,17514
5181,17513
5182,17508
5183,17506
5184,17503
5185,17493
5186,17492
5187,17487
5188,17480
5189,17466
5190,17466
5191,17458
5192,17456
5193,17454
5194,17449
5195,17447
5196,17445
5197,17445
5198,17440
5199,17440
5200,17439
5201,17436
5202,17434
5203,17434
5204,17428
5205,17424
5206,17419
5207,17418
5208,17415
5209,17415
5210,17415
5211,17401
5212,17398
5213,17387
5214,17382
5215,17373
5216,17369
5217,17367
5218,17366
5219,17355
5220,17354
5221,17352
5222,17352
5223,17350
5224,17348
5225,17347
5226,17339
5227,17338
5228,17324
5229,17323
5230,17322
5231,17322
5232,17319
5233,17314
5234,17314
5235,17313
5236,17308
5237,17306
5238,17301
5239,17300
5240,17300
5241,17300
5242,17296
5243,17293
5244,17292
5245,17290
5246,17288
5247,17285
5248,17283
5249,17279
5250,17277
5251,17274
5252,17269
5253,17262
5254,17261
5255,17254
5256,17252
5257,17247
5258,17246
5259,17245
5260,17241
5261,17239
5262,17230
5263,17229
5264,17228
5265,17226
5266,17220
5267,17220
5268,17216
5269,17203
5270,17201
5271,17201
5272,17197
5273,17196
5274,17194
5275,17192
5276,17188
5277,17187
5278,17186
5279,17185
5280,17185
5281,17184
5282,17183
5283,17183
5284,17176
5285,17175
5286,17173
5287,17171
5288,17164
5289,17164
5290,17163
5291,17160
5292,17159
5293,17150
5294,17148
5295,17147
5296,17146
5297,17146
5298,17144
5299,17142
5300,17136
5301,17136
5302,17132
5303,17129
5304,17127
5305,17127
5306,17122
5307,17121
5308,17116
5309,17113
5310,17105
5311,17104
5312,17095
5313,17091
5314,17076
5315,17075
5316,17075
5317,17067
5318,17060
5319,17055
5320,17055
5321,17054
5322,17052
5323,17050
5324,17048
5325,17045
5326,17042
5327,17029
5328,17029
5329,17028
5330,17022
5331,17017
5332,17010
5333,17006
5334,17006
5335,17002
5336,17002
5337,16995
5338,16994
5339,16993
5340,16993
5341,16993
5342,16992
5343,16991
5344,16977
5345,16975
5346,16969
5347,16966
5348,16966
5349,16962
5350,16959
5351,16959
5352,16955
5353,16951
5354,16945
5355,16945
5356,16943
5357,16941
5358,16935
5359,16926
5360,16915
5361,16914
5362,16911
5363,16909
5364,16907
5365,16903
5366,16898
5367,16897
5368,16892
5369,16882
5370,16876
5371,16870
5372,16865
5373,16865
5374,16858
5375,16855
5376,16853
5377,16852
5378,16850
5379,16844
5380,16843
5381,16842
5382,16839
5383,16838
5384,16835
5385,16826
5386,16819
5387,16819
5388,16817
5389,16814
5390,16811
5391,16805
5392,16803
5393,16803
5394,16799
5395,16798
5396,16796
5397,16788
5398,16781
5399,16779
5400,16774
5401,16772
5402,16771
5403,16770
5404,16761
5405,16760
5406,16759
5407,16755
5408,16753
5409,16752
5410,16746
5411,16745
5412,16744
5413,16741
5414,16738
5415,16728
5416,16728
5417,16724
5418,16717
5419,16717
5420,16713
5421,16708
5422,16700
5423,16698
5424,16696
5425,16694
5426,16694
5427,16693
5428,16691
5429,16689
5430,16684
5431,16684
5432,16674
5433,16670
5434,16667
5435,16666
5436,16662
5437,16661
5438,16660
5439,16660
5440,16656
5441,16655
5442,16648
5443,16638
5444,16638
5445,16636
5446,16635
5447,16635
5448,16633
5449,16632
5450,16632
5451,16630
5452,16628
5453,16627
5454,16605
5455,16604
5456,16600
5457,16597
5458,16595
5459,16593
5460,16588
5461,16585
5462,16583
5463,16582
5464,16580
5465,16576
5466,16576
5467,16573
5468,16569
5469,16569
5470,16564
5471,16563
5472,16551
5473,16549
5474,16541
5475,16534
5476,16526
5477,16524
5478,16523
5479,16522
5480,16521
5481,16520
5482,16517
5483,16514
5484,16510
5485,16507
5486,16506
5487,16505
5488,16504
5489,16503
5490,16502
5491,16499
5492,16490
5493,16489
5494,16485
5495,16484
5496,16474
5497,16473
5498,16464
5499,16463
5500,16448
5501,16447
5502,16447
5503,16441
5504,16440
5505,16436
5506,16433
5507,16427
5508,16425
5509,16424
5510,16415
5511,16415
5512,16409
5513,16408
5514,16403
5515,16401
5516,16391
5517,16388
5518,16386
5519,16379
5520,16376
5521,16375
5522,16374
5523,16369
5524,16367
5525,16365
5526,16362
5527,16356
5528,16354
5529,16347
5530,16345
5531,16342
5532,16341
5533,16335
5534,16334
5535,16332
5536,16331
5537,16331
5538,16330
5539,16330
5540,16324
5541,16324
5542,16322
5543,16320
5544,16317
5545,16315
5546,16313
5547,16312
5548,16296
5549,16294
5550,16288
5551,16286
5552,16283
5553,16278
5554,16270
5555,16270
5556,16268
5557,16260
5558,16254
5559,16247
5560,16243
5561,16241
5562,16240
5563,16238
5564,16237
5565,16236
5566,16229
5567,16229
5568,16223
5569,16218
5570,16216
5571,16215
5572,16212
5573,16212
5574,16209
5575,16207
5576,16207
5577,16205
5578,16204
5579,16201
5580,16201
5581,16198
5582,16197
5583,16195
5584,16194
5585,16187
5586,16185
5587,16184
5588,16176
5589,16175
5590,16175
5591,16172
5592,16167
5593,16166
5594,16156
5595,16156
5596,16156
5597,16145
5598,16143
5599,16140
5600,16138
5601,16133
5602,16126
5603,16120
5604,16113
5605,16110
5606,16109
5607,16108
5608,16105
5609,16098
5610,16080
5611,16076
5612,16074
5613,16073
5614,16070
5615,16068
5616,16067
5617,16064
5618,16061
5619,16057
5620,16054
5621,16053
5622,16041
5623,16040
5624,16038
5625,16035
5626,16035
5627,16033
5628,16033
5629,16031
5630,16030
5631,16029
5632,16024
5633,16024
5634,16019
5635,16003
5636,16002
5637,15996
5638,15996
5639,15986
5640,15985
5641,15984
5642,15983
5643,15982
5644,15981
5645,15976
5646,15973
5647,15973
5648,15972
5649,15971
5650,15965
5651,15961
5652,15959
5653,15957
5654,15955
5655,15954
5656,15951
5657,15949
5658,15949
5659,15948
5660,15948
5661,15943
5662,15942
5663,15941
5664,15938
5665,15937
5666,15935
5667,15930
5668,15930
5669,15924
5670,15923
5671,15921
5672,15919
5673,15912
5674,15910
5675,15904
5676,15903
5677,15897
5678,15893
5679,15891
5680,15885
5681,15880
5682,15872
5683,15869
5684,15867
5685,15861
5686,15861
5687,15858
5688,15856
5689,15855
5690,15852
5691,15849
5692,15845
5693,15840
5694,15831
5695,15829
5696,15823
5697,15821
5698,15817
5699,15814
5700,15803
5701,15799
5702,15799
5703,15794
5704,15790
5705,15788
5706,15780
5707,15778
5708,15775
5709,15770
5710,15769
5711,15767
5712,15763
5713,15759
5714,15756
5715,15753
5716,15747
5717,15747
5718,15746
5719,15744
5720,15743
5721,15740
5722,15739
5723,15727
5724,15724
5725,15720
5726,15719
5727,15717
5728,15716
5729,15715
5730,15715
5731,15711
5732,15706
5733,15705
5734,15704
5735,15703
5736,15698
5737,15698
5738,15697
5739,15697
5740,15696
5741,15695
5742,15688
5743,15684
5744,15678
5745,15675
5746,15672
5747,15672
5748,15668
5749,15668
5750,15666
5751,15665
5752,15663
5753,15663
5754,15662
5755,15661
5756,15660
5757,15657
5758,15654
5759,15652
5760,15650
5761,15649
5762,15647
5763,15646
5764,15645
5765,15641
5766,15638
5767,15633
5768,15633
5769,15631
5770,15630
5771,15630
5772,15627
5773,15626
5774,15626
5775,15625
5776,15625
5777,15619
5778,15617
5779,15606
5780,15605
5781,15602
5782,15599
5783,15598
5784,15595
5785,15592
5786,15585
5787,15581
5788,15577
5789,15575
5790,15568
5791,15548
5792,15543
5793,15540
5794,15538
5795,15534
5796,15532
5797,15524
5798,15522
5799,15522
5800,15520
5801,15518
5802,15516
5803,15515
5804,15514
5805,15509
5806,15508
5807,15507
5808,15495
5809,15493
5810,15492
5811,15491
5812,15488
5813,15488
5814,15482
5815,15478
5816,15473
5817,15464
5818,15463
5819,15460
5820,15458
5821,15457
5822,15457
5823,15457
5824,15450
5825,15449
5826,15445
5827,15437
5828,15436
5829,15435
5830,15423
5831,15423
5832,15422
5833,15421
5834,15420
5835,15417
5836,15411
5837,15403
5838,15398
5839,15398
5840,15397
5841,15397
5842,15397
5843,15396
5844,15394
5845,15394
5846,15394
5847,15393
5848,15387
5849,15386
5850,15386
5851,15384
5852,15383
5853,15382
5854,15379
5855,15379
5856,15378
5857,15378
5858,15375
5859,15374
5860,15369
5861,15365
5862,15361
5863,15359
5864,15354
5865,15350
5866,15347
5867,15344
5868,15343
5869,15343
5870,15342
5871,15339
5872,15335
5873,15334
5874,15333
5875,15330
5876,15320
5877,15319
5878,15315
5879,15315
5880,15315
5881,15313
5882,15309
5883,15304
5884,15294
5885,15293
5886,15289
5887,15286
5888,15276
5889,15272
5890,15270
5891,15269
5892,15269
5893,15266
5894,15264
5895,15264
5896,15250
5897,15250
5898,15249
5899,15249
5900,15246
5901,15242
5902,15242
5903,15239
5904,15237
5905,15236
5906,15235
5907,15234
5908,15232
5909,15232
5910,15227
5911,15226
5912,15218
5913,15217
5914,15217
5915,15214
5916,15214
5917,15212
5918,15212
5919,15203
5920,15186
5921,15183
5922,15183
5923,15182
5924,15177
5925,15176
5926,15173
5927,15171
5928,15171
5929,15171
5930,15170
5931,15167
5932,15167
5933,15155
5934,15152
5935,15152
5936,15148
5937,15138
5938,15137
5939,15129
5940,15127
5941,15126
5942,15124
5943,15122
5944,15118
5945,15116
5946,15116
5947,15115
5948,15111
5949,15109
5950,15109
5951,15108
5952,15105
5953,15105
5954,15102
5955,15100
5956,15097
5957,15091
5958,15088
5959,15082
5960,15082
5961,15077
5962,15071
5963,15070
5964,15068
5965,15068
5966,15062
5967,15062
5968,15060
5969,15059
5970,15058
5971,15056
5972,15047
5973,15035
5974,15032
5975,15029
5976,15026
5977,15023
5978,15020
5979,15005
5980,14998
5981,14998
5982,14996
5983,14996
5984,14994
5985,14993
5986,14993
5987,14993
5988,14989
5989,14986
5990,14984
5991,14982
5992,14976
5993,14976
5994,14973
5995,14971
5996,14967
5997,14964
5998,14963
5999,14960
6000,14958
6001,14955
6002,14952
6003,14948
6004,14944
6005,14940
6006,14939
6007,14937
6008,14932
6009,14927
6010,14925
6011,14923
6012,14921
6013,14921
6014,14918
6015,14918
6016,14913
6017,14902
6018,14897
6019,14897
6020,14896
6021,14889
6022,14888
6023,14887
6024,14885
6025,14880
6026,14878
6027,14878
6028,14874
6029,14868
6030,14867
6031,14867
6032,14862
6033,14861
6034,14858
6035,14858
6036,14854
6037,14854
6038,14851
6039,14849
6040,14846
6041,14844
6042,14842
6043,14841
6044,14836
6045,14831
6046,14830
6047,14829
6048,14829
6049,14828
6050,14828
6051,14826
6052,14825
6053,14825
6054,14814
6055,14806
6056,14803
6057,14800
6058,14798
6059,14796
6060,14790
6061,14788
6062,14786
6063,14785
6064,14783
6065,14780
6066,14780
6067,14779
6068,14779
6069,14776
6070,14774
6071,14773
6072,14773
6073,14772
6074,14771
6075,14769
6076,14768
6077,14766
6078,14764
6079,14762
6080,14757
6081,14755
6082,14751
6083,14751
6084,14751
6085,14744
6086,14742
6087,14741
6088,14741
6089,14740
6090,14734
6091,14734
6092,14720
6093,14717
6094,14717
6095,14713
6096,14713
6097,14712
6098,14711
6099,14710
6100,14710
6101,14710
6102,14708
6103,14708
6104,14707
6105,14706
6106,14705
6107,14705
6108,14702
6109,14702
6110,14697
6111,14696
6112,14694
6113,14691
6114,14684
6115,14680
6116,14680
6117,14679
6118,14678
6119,14677
6120,14676
6121,14672
6122,14671
6123,14668
6124,14666
6125,14665
6126,14664
6127,14664
6128,14663
6129,14663
6130,14661
6131,14661
6132,14660
6133,14659
6134,14643
6135,14641
6136,14641
6137,14640
6138,14639
6139,14639
6140,14636
6141,14634
6142,14631
6143,14631
6144,14631
6145,14625
6146,14624
6147,14615
6148,14613
6149,14606
6150,14601
6151,14599
6152,14594
6153,14587
6154,14585
6155,14583
6156,14581
6157,14580
6158,14579
6159,14577
6160,14577
6161,14574
6162,14573
6163,14570
6164,14566
6165,14565
6166,14564
6167,14555
6168,14555
6169,14554
6170,14554
6171,14551
6172,14546
6173,14545
6174,14538
6175,14533
6176,14529
6177,14527
6178,14521
6179,14515
6180,14514
6181,14513
6182,14513
6183,14509
6184,14508
6185,14507
6186,14505
6187,14504
6188,14499
6189,14497
6190,14497
6191,14493
6192,14485
6193,14483
6194,14483
6195,14480
6196,14476
6197,14475
6198,14473
6199,14472
6200,14471
6201,14471
6202,14470
6203,14469
6204,14464
6205,14462
6206,14457
6207,14451
6208,14447
6209,14441
6210,14439
6211,14439
6212,14435
6213,14433
6214,14432
6215,14429
6216,14428
6217,14422
6218,14418
6219,14414
6220,14410
6221,14407
6222,14404
6223,14403
6224,14402
6225,14402
6226,14395
6227,14394
6228,14390
6229,14390
6230,14387
6231,14383
6232,14380
6233,14376
6234,14375
6235,14374
6236,14373
6237,14373
6238,14373
6239,14371
6240,14369
6241,14368
6242,14366
6243,14361
6244,14360
6245,14357
6246,14357
6247,14351
6248,14346
6249,14345
6250,14344
6251,14342
6252,14339
6253,14335
6254,14334
6255,14331
6256,14330
6257,14324
6258,14324
6259,14323
6260,14317
6261,14313
6262,14307
6263,14305
6264,14304
6265,14302
6266,14301
6267,14300
6268,14298
6269,14298
6270,14298
6271,14293
6272,14293
6273,14287
6274,14285
6275,14284
6276,14280
6277,14276
6278,14276
6279,14272
6280,14272
6281,14270
6282,14267
6283,14264
6284,14261
6285,14261
6286,14260
6287,14259
6288,14259
6289,14258
6290,14256
6291,14249
6292,14247
6293,14243
6294,14242
6295,14240
6296,14239
6297,14235
6298,14232
6299,14229
6300,14226
6301,14225
6302,14225
6303,14218
6304,14215
6305,14214
6306,14213
6307,14211
6308,14211
6309,14207
6310,14207
6311,14205
6312,14205
6313,14203
6314,14198
6315,14197
6316,14195
6317,14193
6318,14182
6319,14182
6320,14180
6321,14179
6322,14173
6323,14171
6324,14170
6325,14169
6326,14169
6327,14162
6328,14159
6329,14158
6330,14157
6331,14157
6332,14157
6333,14145
6334,14136
6335,14136
6336,14132
6337,14130
6338,14124
6339,14122
6340,14117
6341,14116
6342,14115
6343,14113
6344,14112
6345,14109
6346,14107
6347,14098
6348,14096
6349,14093
6350,14078
6351,14068
6352,14067
6353,14063
6354,14059
6355,14056
6356,14056
6357,14053
6358,14048
6359,14046
6360,14043
6361,14039
6362,14038
6363,14036
6364,14036
6365,14035
6366,14029
6367,14020
6368,14015
6369,14010
6370,14010
6371,14006
6372,14004
6373,14004
6374,14001
6375,13995
6376,13994
6377,13993
6378,13989
6379,13988
6380,13987
6381,13980
6382,13979
6383,13976
6384,13976
6385,13974
6386,13974
6387,13970
6388,13968
6389,13964
6390,13963
6391,13963
6392,13962
6393,13961
6394,13960
6395,13955
6396,13949
6397,13948
6398,13947
6399,13943
6400,13941
6401,13940
6402,13938
6403,13937
6404,13933
6405,13930
6406,13926
6407,13926
6408,13925
6409,13924
6410,13923
6411,13921
6412,13920
6413,13915
6414,13914
6415,13914
6416,13912
6417,13912
6418,13903
6419,13899
6420,13898
6421,13893
6422,13888
6423,13888
6424,13886
6425,13885
6426,13885
6427,13884
6428,13883
6429,13876
6430,13875
6431,13875
6432,13872
6433,13871
6434,13870
6435,13859
6436,13855
6437,13850
6438,13849
6439,13847
6440,13843
6441,13842
6442,13841
6443,13839
6444,13836
6445,13834
6446,13830
6447,13828
6448,13825
6449,13813
6450,13810
6451,13809
6452,13809
6453,13807
6454,13806
6455,13803
6456,13803
6457,13802
6458,13799
6459,13798
6460,13798
6461,13796
6462,13794
6463,13793
6464,13790
6465,13789
6466,13788
6467,13787
6468,13787
6469,13786
6470,13785
6471,13783
6472,13782
6473,13779
6474,13778
6475,13772
6476,13772
6477,13768
6478,13766
6479,13764
6480,13764
6481,13763
6482,13763
6483,13763
6484,13760
6485,13759
6486,13758
6487,13757
6488,13755
6489,13754
6490,13750
6491,13746
6492,13746
6493,13738
6494,13736
6495,13730
6496,13730
6497,13730
6498,13728
6499,13726
6500,13725
6501,13723
6502,13723
6503,13719
6504,13715
6505,13713
6506,13711
6507,13710
6508,13708
6509,13706
6510,13705
6511,13705
6512,13700
6513,13692
6514,13692
6515,13689
6516,13686
6517,13683
6518,13682
6519,13680
6520,13675
6521,13675
6522,13674
6523,13670
6524,13669
6525,13668
6526,13668
6527,13668
6528,13666
6529,13666
6530,13663
6531,13663
6532,13662
6533,13662
6534,13659
6535,13657
6536,13655
6537,13649
6538,13648
6539,13646
6540,13644
6541,13642
6542,13639
6543,13637
6544,13636
6545,13634
6546,13633
6547,13630
6548,13628
6549,13626
6550,13625
6551,13624
6552,13621
6553,13618
6554,13614
6555,13613
6556,13613
6557,13611
6558,13607
6559,13601
6560,13600
6561,13600
6562,13598
6563,13598
6564,13591
6565,13591
6566,13585
6567,13582
6568,13581
6569,13581
6570,13580
6571,13579
6572,13576
6573,13574
6574,13572
6575,13567
6576,13566
6577,13566
6578,13565
6579,13562
6580,13561
6581,13561
6582,13560
6583,13558
6584,13553
6585,13551
6586,13551
6587,13547
6588,13545
6589,13545
6590,13544
6591,13543
6592,13539
6593,13539
6594,13538
6595,13524
6596,13521
6597,13521
6598,13520
6599,13519
6600,13516
6601,13514
6602,13513
6603,13508
6604,13507
6605,13507
6606,13505
6607,13504
6608,13504
6609,13503
6610,13503
6611,13501
6612,13496
6613,13494
6614,13486
6615,13481
6616,13479
6617,13476
6618,13475
6619,13472
6620,13472
6621,13469
6622,13468
6623,13467
6624,13467
6625,13467
6626,13466
6627,13466
6628,13465
6629,13463
6630,13460
6631,13457
6632,13456
6633,13454
6634,13454
6635,13454
6636,13446
6637,13445
6638,13445
6639,13445
6640,13440
6641,13440
6642,13438
6643,13434
6644,13427
6645,13425
6646,13421
6647,13420
6648,13419
6649,13414
6650,13413
6651,13412
6652,13410
6653,13406
6654,13403
6655,13401
6656,13399
6657,13399
6658,13394
6659,13393
6660,13393
6661,13393
6662,13393
6663,13391
6664,13391
6665,13390
6666,13388
6667,13387
6668,13387
6669,13384
6670,13383
6671,13382
6672,13380
6673,13364
6674,13363
6675,13361
6676,13357
6677,13353
6678,13350
6679,13350
6680,13349
6681,13349
6682,13348
6683,13348
6684,13346
6685,13345
6686,13345
6687,13345
6688,13343
6689,13343
6690,13342
6691,13338
6692,13335
6693,13334
6694,13332
6695,13331
6696,13323
6697,13318
6698,13317
6699,13298
6700,13295
6701,13289
6702,13275
6703,13270
6704,13269
6705,13269
6706,13269
6707,13267
6708,13266
6709,13265
6710,13264
6711,13263
6712,13263
6713,13262
6714,13255
6715,13253
6716,13249
6717,13245
6718,13244
6719,13239
6720,13236
6721,13234
6722,13233
6723,13233
6724,13229
6725,13228
6726,13227
6727,13226
6728,13224
6729,13222
6730,13219
6731,13215
6732,13214
6733,13214
6734,13209
6735,13209
6736,13208
6737,13206
6738,13204
6739,13202
6740,13200
6741,13198
6742,13198
6743,13196
6744,13194
6745,13192
6746,13190
6747,13189
6748,13185
6749,13183
6750,13181
6751,13173
6752,13171
6753,13171
6754,13170
6755,13167
6756,13165
6757,13164
6758,13162
6759,13156
6760,13155
6761,13154
6762,13149
6763,13145
6764,13143
6765,13142
6766,13134
6767,13134
6768,13134
6769,13133
6770,13133
6771,13133
6772,13130
6773,13129
6774,13129
6775,13125
6776,13111
6777,13108
6778,13107
6779,13099
6780,13093
6781,13093
6782,13086
6783,13085
6784,13085
6785,13085
6786,13078
6787,13077
6788,13071
6789,13065
6790,13063
6791,13061
6792,13056
6793,13051
6794,13050
6795,13049
6796,13047
6797,13045
6798,13044
6799,13042
6800,13040
6801,13039
6802,13039
6803,13038
6804,13037
6805,13033
6806,13033
6807,13032
6808,13030
6809,13028
6810,13028
6811,13024
6812,13024
6813,13024
6814,13022
6815,13021
6816,13019
6817,13018
6818,13018
6819,13017
6820,13008
6821,13005
6822,13004
6823,13004
6824,13003
6825,13002
6826,12999
6827,12998
6828,12997
6829,12995
6830,12995
6831,12992
6832,12992
6833,12990
6834,12989
6835,12988
6836,12986
6837,12986
6838,12977
6839,12977
6840,12976
6841,12973
6842,12973
6843,12971
6844,12970
6845,12969
6846,12967
6847,12966
6848,12964
6849,12960
6850,12948
6851,12945
6852,12945
6853,12945
6854,12944
6855,12943
6856,12943
6857,12940
6858,12940
6859,12940
6860,12939
6861,12938
6862,12937
6863,12936
6864,12927
6865,12920
6866,12919
6867,12918
6868,12915
6869,12914
6870,12914
6871,12913
6872,12913
6873,12912
6874,12911
6875,12910
6876,12906
6877,12904
6878,12904
6879,12903
6880,12900
6881,12894
6882,12892
6883,12882
6884,12880
6885,12878
6886,12877
6887,12876
6888,12876
6889,12875
6890,12872
6891,12869
6892,12864
6893,12861
6894,12861
6895,12860
6896,12860
6897,12860
6898,12857
6899,12855
6900,12855
6901,12849
6902,12848
6903,12848
6904,12841
6905,12841
6906,12841
6907,12840
6908,12834
6909,12833
6910,12832
6911,12831
6912,12831
6913,12827
6914,12825
6915,12823
6916,12821
6917,12821
6918,12821
6919,12820
6920,12814
6921,12810
6922,12808
6923,12804
6924,12803
6925,12801
6926,12801
6927,12801
6928,12798
6929,12798
6930,12797
6931,12797
6932,12796
6933,12794
6934,12794
6935,12793
6936,12791
6937,12791
6938,12786
6939,12784
6940,12779
6941,12776
6942,12775
6943,12775
6944,12774
6945,12774
6946,12765
6947,12765
6948,12764
6949,12763
6950,12763
6951,12761
6952,12759
6953,12758
6954,12757
6955,12755
6956,12754
6957,12749
6958,12746
6959,12744
6960,12744
6961,12739
6962,12735
6963,12731
6964,12729
6965,12728
6966,12727
6967,12726
6968,12723
6969,12720
6970,12719
6971,12719
6972,12715
6973,12715
6974,12709
6975,12706
6976,12704
6977,12703
6978,12703
6979,12702
6980,12701
6981,12700
6982,12699
6983,12698
6984,12696
6985,12696
6986,12695
6987,12694
6988,12692
6989,12688
6990,12687
6991,12684
6992,12684
6993,12681
6994,12675
6995,12674
6996,12673
6997,12668
6998,12666
6999,12663
7000,12663
7001,12661
7002,12660
7003,12660
7004,12660
7005,12658
7006,12653
7007,12652
7008,12651
7009,12650
7010,12648
7011,12637
7012,12630
7013,12628
7014,12621
7015,12619
7016,12618
7017,12616
7018,12611
7019,12609
7020,12609
7021,12607
7022,12606
7023,12606
7024,12604
7025,12598
7026,12598
7027,12593
7028,12593
7029,12591
7030,12591
7031,12590
7032,12590
7033,12587
7034,12586
7035,12585
7036,12583
7037,12582
7038,12579
7039,12579
7040,12573
7041,12572
7042,12567
7043,12564
7044,12561
7045,12558
7046,12557
7047,12555
7048,12554
7049,12554
7050,12548
7051,12548
7052,12547
7053,12547
7054,12546
7055,12545
7056,12541
7057,12538
7058,12537
7059,12535
7060,12533
7061,12533
7062,12530
7063,12527
7064,12523
7065,12521
7066,12521
7067,12520
7068,12518
7069,12512
7070,12512
7071,12511
7072,12511
7073,12511
7074,12509
7075,12505
7076,12505
7077,12504
7078,12503
7079,12500
7080,12499
7081,12497
7082,12494
7083,12492
7084,12490
7085,12486
7086,12486
7087,12485
7088,12484
7089,12482
7090,12481
7091,12480
7092,12479
7093,12473
7094,12471
7095,12470
7096,12469
7097,12467
7098,12464
7099,12463
7100,12462
7101,12459
7102,12454
7103,12454
7104,12454
7105,12453
7106,12453
7107,12452
7108,12451
7109,12451
7110,12451
